AUTOM_LAINAN_PERINTA,LAINOJEN_LUKUMAARA,ASUNTOLUOTOT1,AUTOMAATTINOSTOJA,VAKUUTUS_A,ASUNTOLAINA_A_KPL,ASUNTOLAINA_B_KPL,VAKUUTUS_B,VAKUUTUS_C,IKA,KORKEAKORK_KPL,RAHASTO_A1,PANKKIKORTTILKM,KULUTUSLUOTOT_A1,KULUTUSLUOTOT_B1,KUNTA,TILILLE_TULEVAT_SUOR,LUOTTOKORTTEJA_YHTEENSA,MAARAAIKAISTILEJA,MAKSUAUTOMAATTITAPAHTUMIA,KAYTTOTILI_TAL,KAYTTOTILI_VEL,ASUNTOLAINA_C_KPL,OSAKKEET_EUROA_1,ERI_OSAKESARJOJA,RAHASTO_B1,OTTOJA,PKORTTIMAKSUJA,PANOJA,ASUNTOLAINA_D,PALVELUJA_KPL,RAHASTOLAJEJA,LAINARASTIT,SAASTOTILILLA,ASUNTOLAINA_E,SUKUPUOLI,SUORAVELOITUKSIA,NETISSA_MAKSUT,MAKSUPALVELUSSA_MAKSUT,TISKILLA_MAKSUT,TILINYLITYSPAIVAT,TOIMEKSIANTO_A_KPL,TOIMEKSIANTO_B_KPL,KV_MAKSUKORTIT,RAHASTO_C1,KORTTILUOTOT1,VAKUUTUS_D,KORTTILUOTOT2,KULUTUSLUOTOT_A2,OSAKKEET_EUROA_2,RAHASTO_A2,RAHASTO_B2,RAHASTO_C2,ASUNTOLUOTOT2,KULUTUSLUOTOT_B2,KULUTUSLUOTOT_A3,OSAKKEET_EUROA_3,RAHASTO_A3,RAHASTO_B3,RAHASTO_C3,KORTTILUOTOT3,ASUNTOLUOTOT3,KULUTUSLUOTOT_B3,KULUTUSLUOTOT1,KULUTUSLUOTOT2,KULUTUSLUOTOT3,ASUNTOLAINAT_KPL,TOIMEKSIANNOT_KPL,autom_lainan_perinta_luok,lainojen_lukumaara_luok,asuntoluotot1_luok,automaattinostoja_luok,vakuutus_a_luok,asuntolaina_a_kpl_luok,asuntolaina_b_kpl_luok,vakuutus_b_luok,vakuutus_c_luok,korkeakork_kpl_luok,rahasto_a1_luok,pankkikorttilkm_luok,luottokortteja_yhteensa_luok,maaraaikaistileja_luok,maksuautomaattitapahtumia_luok,kayttotili_tal_luok,kayttotili_vel_luok,asuntolaina_c_kpl_luok,osakkeet_euroa_1_luok,eri_osakesarjoja_luok,rahasto_b1_luok,ottoja_luok,pkorttimaksuja_luok,panoja_luok,asuntolaina_d_kpl_luok,palveluja_kpl_luok,rahastolajeja_luok,lainarastit_luok,saastotililla_luok,asuntolaina_e_kpl_luok,suoraveloituksia_luok,netissa_maksut_luok,maksupalvelussa_maksut_luok,tiskilla_maksut_luok,tilinylityspaivat_luok,toimeksianto_a_kpl_luok,toimeksianto_b_kpl_luok,kv_maksukortit_luok,rahasto_c1_luok,korttiluotot1_luok,kulutusluotot1_luok,aktiivisuus_f,kortit_f,varallisuus_tililla_f,varallisuus_rahastoissa_f,varallisuus_vakuutus_bc_f,varallisuus_vakuutus_a_f,asuntolainat_cde_f,kulutusluotot_f,asuntolainat_ab_f,pkorttim_netissamaksu_f,maksup_tiskillam_f,automaattimaksu_nosto_f,rasteja_tilinylityksia_f,osakes_rahastoja_a_toimeksia_f,b_toimeksiantoja_f,filter_$
0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,179,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48643704640579,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.623398280503587,-.696006318072743,-.738908391579663,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48643704640579,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.150960699909283,.0325453906588027,-.0482209847032847,-.623398280503587,-.696006318072743,-.738908391579663,1.51241382708471,-.25772957236746,-.0361128205659534,1
12,1,11359,42,0,0,0,0,0,44,0,0,1,0,0,276,22350,0,0,86,1106,0,0,0,0,0,510,321,37,1,12,0,0,243,0,M,42,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9612,0,0,0,0,0,0,0,9009,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1.62854986998862,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,2.5223485051949,-.233242543635676,.055648038596935,.790435522903143,.989672726869047,1.57775655768944,.760374473606141,-.25772957236746,-.0361128205659534,1
0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,091,202,0,0,0,134,0,0,0,0,0,17,17,5,0,2,0,0,0,0,N,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.868580154211381,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.216182886100396,-.634555453536837,-.65108073352819,.760374473606141,-.25772957236746,-.0361128205659534,0
0,1,0,141,0,0,0,0,0,22,0,0,0,0,0,853,7622,0,0,3,355,0,0,0,0,0,179,0,23,0,9,0,0,0,0,N,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.374363095239318,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.150960699909283,.0325453906588027,-.0482209847032847,.0565050640180296,-.97163943966163,.720241373671477,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,582,33636,0,0,0,17485,0,0,0,0,0,85,0,39,0,3,0,0,0,0,M,6,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,-.261966787315583,-.318752005141972,1.12045863722253,-.0467660645148818,-1.25308976156407,.0224566419281416,-.300329299770781,-.431085240987066,-.189796046071016,-.714925202097224,1.98683112625989,-.90850588632613,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,858,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.868580154211381,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.623398280503587,-.696006318072743,-.738908391579663,-.428398893436199,-.25772957236746,-.0361128205659534,1
12,1,14688,39,0,0,0,0,0,43,0,0,1,0,0,848,20222,0,0,44,2525,0,1,0,0,0,212,100,24,0,8,0,0,0,0,M,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10766,0,0,0,0,0,0,0,9406,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.374363095239318,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,2.78839756520237,-.593525861735131,-.0652769071427283,.742959658795672,-.251212066484523,1.59626627116788,-.428398893436199,-.25772957236746,-.0361128205659534,1
12,2,0,203,0,0,0,0,0,34,0,0,1,0,5818,297,24455,0,0,1,92,14,0,0,0,0,508,133,53,0,13,0,0,0,0,M,0,146,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4733,0,0,0,0,0,0,0,4353,5818,4733,4353,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2.23516323688442,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.559828847214053,2.73895268065368,-.162126656022352,2.44090016803799,-1.06318350426059,.564838637995974,1.94914784064848,-.25772957236746,-.0361128205659534,1
0,1,0,62,0,0,0,0,0,28,0,0,0,0,0,297,3735,0,0,25,477,0,0,0,0,0,94,0,14,0,4,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.261966787315583,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.150960699909283,.0325453906588027,-.0482209847032847,-1.03783919664657,-.795460919708957,1.99529855308274,-.428398893436199,-.25772957236746,-.0361128205659534,0
12,1,0,129,0,0,0,0,0,39,0,0,0,0,5202,049,22305,0,0,113,225,1,0,0,0,0,259,0,20,0,8,0,0,0,0,M,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8567,0,0,0,0,0,0,0,8054,5202,8567,8054,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.374363095239318,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.709197447075551,2.27532204900781,-.303701717390083,-.27360401704219,-.774324024251918,2.06224574924964,.760374473606141,-.25772957236746,-.0361128205659534,1
0,0,0,0,0,0,0,0,0,77,0,0,1,0,0,061,16896,0,0,0,1988,0,0,0,0,0,153,53,42,0,4,0,0,0,0,M,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,.374363095239318,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,.211869436229268,1.62717139154745,-1.10533502143505,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,286,23250,0,0,0,10069,0,0,0,0,0,108,9,27,0,6,0,0,0,0,M,22,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,.374363095239318,1.00649326277899,1.13721428184323,-.259235831161638,2.16602804208496,-.511135003043384,-.300329299770781,-.431085240987066,-.189796046071016,.211869436229268,1.62717139154745,-1.10533502143505,-.428398893436199,-.25772957236746,-.0361128205659534,1
23,2,76444,282,0,1,0,0,0,31,0,0,1,0,5028,738,37124,0,0,9,585,0,0,0,0,0,606,71,114,0,12,0,0,0,0,M,0,210,0,0,0,0,0,0,0,2093,0,1420,0,0,0,0,0,75045,3592,0,0,0,0,0,2907,74589,3036,5028,3592,3036,1,0,2,2,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2.23516323688442,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,.395660166263132,3.62330039276307,4.56401732636583,2.0336847736348,-1.12463436879649,.477010979944501,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,85,0,0,0,0,0,19,0,0,0,0,0,532,2030,0,0,1,43,0,0,0,0,0,95,0,15,0,6,0,0,43,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.261966787315583,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.749224071591172,-.736056750533821,1.11824662161683,-.428398893436199,-.25772957236746,-.0361128205659534,1
0,0,0,72,0,0,0,0,0,24,0,0,1,0,0,418,10488,0,0,32,1216,0,0,2346,3,0,128,4,22,0,11,0,0,1526,0,M,0,7,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.992219987433723,1.00649326277899,-.12077487134802,.935826204122995,-.599717085497971,1.06564700344408,-.300329299770781,-.431085240987066,-.189796046071016,.175105333365824,-.96959274430086,1.68512096318886,-.428398893436199,2.47145269240173,.236631497657951,1
0,0,0,46,0,0,0,0,0,67,0,0,0,0,0,915,12273,0,0,11,2109,0,0,0,0,0,97,0,13,0,2,0,0,0,0,M,18,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,-.261966787315583,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.569116713302775,1.62601459700486,.382558223319669,-.428398893436199,-.25772957236746,-.0361128205659534,1
0,0,0,31,0,0,0,0,0,61,0,0,1,0,0,564,15983,0,0,26,4384,0,0,0,0,0,97,23,42,0,2,0,0,0,0,N,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-.261966787315583,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.664542605119813,.49719786982349,1.57456495679048,-.428398893436199,-.25772957236746,-.0361128205659534,1
2,2,8451,14,0,0,1,0,0,34,0,34,0,0,9401,694,3796,0,0,7,76,0,0,1530,1,0,69,26,11,0,16,1,0,0,0,N,1,13,3,0,0,0,0,1,0,1000,0,1000,0,0,0,0,0,21917,0,0,0,0,0,0,3790,13466,0,9401,0,0,1,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,.355890104878822,-1.7871395653684,-1.04577822659097,4.89765314783496,1.82276045725485,-8.40907959035951,-2.60656651303008,3.15901592320144,8.58417137078563,.978469542404336,.221566426787909,.12436394498768,-.428398893436199,2.73917017272514,.35207973790131,0
0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,286,783,0,0,1,3,0,0,0,0,0,19,0,5,0,6,0,0,0,0,M,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,6570,0,0,0,0,0,2611,0,17481,0,6570,17481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-.868580154211381,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.830618738575078,-.74573361889085,.628195080751537,1.94914784064848,-.25772957236746,-.0361128205659534,0
0,0,0,104,0,0,0,0,0,40,1,0,0,-928,0,837,30651,0,0,57,1812,0,0,0,0,0,425,225,46,0,7,0,0,1449,0,M,9,8,0,3,0,0,0,1,0,0,0,0,-520,0,0,0,0,0,0,-378,0,0,0,0,0,0,0,-928,-520,-378,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1.01069297779422,-1.7871395653684,.325061383392782,-.15093283570539,.675474193867029,.0576792721447448,-.300329299770781,-.431085240987066,-.189796046071016,.629796591876487,.332742913588615,1.75443890776189,-.428398893436199,-.25772957236746,-.0361128205659534,1
0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,686,0,N,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,0,0, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48643704640579,-.318752005141972,.325061383392782,-.15093283570539,.675474193867029,.0576792721447448,-.300329299770781,-.431085240987066,-.189796046071016,-.623398280503587,-.696006318072743,-.738908391579663,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,016,7016,0,1,0,35219,0,0,0,0,0,17,0,25,0,4,0,0,44267,0,M,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-.261966787315583,-.318752005141972,3.85480769855246,-.512056322728328,-.864917714230115,-.267123401332487,-.300329299770781,-.431085240987066,-.189796046071016,-.409372119338755,.4348571044694,-.966035535533093,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,152,0,0,0,0,0,18,0,0,0,0,0,541,5669,0,0,24,478,0,0,0,0,0,184,0,26,0,5,0,0,0,0,N,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.374363095239318,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.232110061037367,-1.03104360883677,1.59729330513738,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,594,8199,0,0,0,6762,0,0,0,0,0,9,0,23,0,2,0,0,0,0,N,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-.261966787315583,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,.182330855105614,-.931589007200551,-1.13691363952502,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,72,0,0,0,0,0,44,0,0,1,0,0,049,15473,0,0,13,152,0,0,0,0,0,215,42,40,0,5,0,0,0,0,N,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,.374363095239318,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,1.83650470206119,-.325997070148309,.106897277138765,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,143,0,0,0,0,0,21,0,0,0,0,0,988,12254,0,0,82,172,0,0,0,0,0,235,0,25,0,8,0,0,9,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.374363095239318,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-1.03783919664657,-.795460919708957,1.99529855308274,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,1,0,44,0,0,0,0,0,36,0,0,1,0,0,297,12688,0,1,39,46,187,0,0,0,0,464,319,45,0,11,0,0,8666,0,N,2,0,0,0,252,0,0,0,0,1673,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1.62854986998862,1.00649326277899,.763711999484116,-.524613916369069,.358065605200226,-.332365729014105,-.586340821221824,1.74561329601616,.0781622037246297,-.021275520808706,-.272348961941562,1.52931907500098,1.94914784064848,-.25772957236746,-.0361128205659534,0
6,4,0,1,0,0,0,0,0,34,0,0,0,0,0,400,1251,0,0,0,409,0,0,0,0,0,12,0,5,0,11,0,0,42,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.250723262016976,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.00159210004778444,.496176022304672,.0933540766644465,.222231566084697,-.665192554258675,-.181909654547466,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,2,0,46,0,0,0,0,0,25,0,0,1,0,0,564,12617,0,0,12,182,1,0,0,0,0,526,364,71,0,9,0,0,12,0,N,0,94,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1.61730634469002,1.00649326277899,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.00159210004778444,.496176022304672,.0933540766644465,1.59527032144971,-1.09399726807466,.00783990096377747,.760374473606141,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.868580154211381,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.623398280503587,-.696006318072743,-.738908391579663,-.428398893436199,-.25772957236746,-.0361128205659534,1
2,1,0,96,0,0,0,0,0,30,0,0,0,0,0,092,20799,0,0,20,2478,0,0,0,0,0,341,184,22,0,5,0,0,0,0,M,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.374363095239318,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.150960699909283,.0325453906588027,-.0482209847032847,1.2530534426266,-.838169262861299,.929370287857875,-.428398893436199,-.25772957236746,-.0361128205659534,1
0,0,0,52,0,0,0,0,0,68,1,0,1,0,0,905,11718,0,0,0,7482,0,0,0,0,0,205,103,49,0,6,0,0,2972,0,N,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,.374363095239318,1.00649326277899,.325061383392782,-.15093283570539,.675474193867029,.0576792721447448,-.300329299770781,-.431085240987066,-.189796046071016,.781874164600272,1.70797599279741,-.0374042816529919,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,837,0,0,0,0,6773,0,0,0,0,0,1,0,0,0,2,0,0,6773,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.868580154211381,-.318752005141972,-.400002558631443,-.421946084902049,3.29171788382691,-.633967872948392,-.300329299770781,-.431085240987066,-.189796046071016,-.623398280503587,-.696006318072743,-.738908391579663,-.428398893436199,-.25772957236746,-.0361128205659534,0
0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48643704640579,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.300329299770781,-.431085240987066,-.189796046071016,-.623398280503587,-.696006318072743,-.738908391579663,-.428398893436199,-.25772957236746,-.0361128205659534,1
0,1,0,0,0,0,0,0,0,55,0,0,0,0,0,305,6786,0,0,0,287,0,0,0,0,0,85,0,40,0,6,0,0,0,0,M,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,371,0,920,371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,-.261966787315583,-.318752005141972,-.416758203252142,-.209476318255293,-.12739991982212,-.100376227976867,-.150960699909283,.0325453906588027,-.0482209847032847,-1.16500305316997,1.6869654000187,-.548305202531722,-.428398893436199,-.25772957236746,-.0361128205659534,0
