a1,a2,q21,q23,k16_1,k16_2,k16_3,k16_4,k16_5,k16_6,k16_7,k16_8,k16_9,k16_10,k16_11,k16_12,k22,k23,d1,d2,d3_1,d3_2,d4,d10,d32,filter_$
365031,5628,2,1, , , , , , , , , , , , ,2,1,1938,2,2,2,5,7,1,1
512011,5775,3,1, , , , , , , , , , , , ,3,1,1932,1,1,1,2,7,1,1
512013,5775,2,1, , , , , , , , , , , , ,1,1,1963,2,2,2,2,1,1,1
512014,5775,3,1, , , , , , , , , , , , ,1,1,1959,1,1,3,4,8,1,0
512015,5775,2,1, , , , , , , , , , , , ,3,1,1953,1,2,3,2,8,1,1
512016,5775,1,2,2,2,3,3,3,1,2,2,2,3,2,2, , ,1937,2,1,7,5,7,1,1
480018,2209,3,1, , , , , , , , , , , , ,2,1,1980,2,4,3,1,1,1,1
480036,2209,3,1, , , , , , , , , , , , ,3,2,1984,2,1,1,2,6,2,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
480034,2209,3,2, , , , , , , , , , , , ,3,1,1974,2,4,2,1,5,2,0
189095,3923,3,1, , , , , , , , , , , , ,3,2,1987,2,4,5,1,1,1,1
189094,3923,3,1, , , , , , , , , , , , ,1,2,1975,1,4,5,2,1,1,1
189093,3923,2,1, , , , , , , , , , , , ,3,1,1945,2,4,4,2,1,1,0
189092,3923,1,1,3,3,3,3,3,2,1,1,1,1,2,2, , ,1983,2,2,2,1,1,1,0
189091,3923,3,1, , , , , , , , , , , , ,3,1,1943,2,2,2,2,7,1,0
480031,2209,3,1, , , , , , , , , , , , ,2,1,1946,1,2,2,4,8,1,1
480017,2209,3,1, , , , , , , , , , , , ,2,1,1978,2,4,6,1,1,1,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
480015,2209,2,1, , , , , , , , , , , , ,2,2,1943,1,4,3,2,7,1,1
480014,2209,2,1, , , , , , , , , , , , ,2,1,1979,1,4,6,1,1,1,1
480008,2209,3,3, , , , , , , , , , , , ,3,2,1990,1,4,1,1,6,2,1
512012,5775,3,2, , , , , , , , , , , , ,1,1,1985,1,4,7,1,5,2,1
4056,841,1,1,3,3,3,1,3,3,3,3,3,3,3,3, , ,1981,1,4,5,1,1,1,1
4054,841,4,1, , , , , , , , , , , , , , ,1942,2,1,7,3,7,1,1
4052,841,2,1, , , , , , , , , , , , ,3,1,1940,2,2,3,4,8,1,1
4058,841,1,2,2,2,3,3,3,3,3,3,3,3,3,3, , ,1982,1,4,7,1,6,1,1
521002,5784,2,1, , , , , , , , , , , , ,3,2,1992,2,2,2,2,1,1,1
197001,5460,3,1, , , , , , , , , , , , ,3,2,1969,2,2,2,2,8,1,1
197002,5460,2,1, , , , , , , , , , , , ,3,1,1942,2,4,3,2,7,1,0
197003,5460,1,1,3,3,3,3,3,3,3,2,2,3,2,3, , ,1979,2,2,2,2,5,2,0
197004,5460,3,1, , , , , , , , , , , , ,3,1,1985,2,4,5,1,6,1,1
197005,5460,2,1, , , , , , , , , , , , ,3,2,1966,1,4,3,2,1,1,1
197006,5460,2,1, , , , , , , , , , , , ,3,2,1943,1,2,3,2,7,1,0
197007,5460,2,1, , , , , , , , , , , , ,2,1,1943,2,4,4,1,7,1,1
197008,5460,2,1, , , , , , , , , , , , ,3,2,1926,1,4,6,4,7,1,1
197009,5460,1,2,2,2,3,3,3,3,3,3,2,3,2,3, , ,1982,1,2,3,3,2,1,1
197010,5460,3,1, , , , , , , , , , , , ,3,1,1980,1,4,6,2,1,1,1
197012,5460,3,1, , , , , , , , , , , , ,3,1,1920,1,1,2,2,7,1,0
197013,5460,3,1, , , , , , , , , , , , ,3,2,1945,2,4,6,4,7,1,1
197014,5460,2,1, , , , , , , , , , , , ,3,2,1964,1,2,2,3,1,1,0
197015,5460,3,1, , , , , , , , , , , , ,3,2,1946,2,2,3,2,7,1,1
197016,5460,3,1, , , , , , , , , , , , ,3,1,1977,1,2,3,2,1,1,0
197018,5460,3,1, , , , , , , , , , , , ,3,2,1965,2,2,2,2,4,1,0
197020,5460,2,1, , , , , , , , , , , , ,3,2,1949,1,2,3,2,1,1,1
197021,5460,3,1, , , , , , , , , , , , ,3,2,1965,2,4,5,2,8,1,0
197022,5460,3,1, , , , , , , , , , , , ,3,2,1966,2,4,6,3,2,1,0
197023,5460,2,1, , , , , , , , , , , , ,3,1,1942,2,1,2,2,7,1,1
197024,5460,3,1, , , , , , , , , , , , ,2,2,1972,2,2,3,2,1,1,1
197026,5460,3,1, , , , , , , , , , , , ,4,1,1944,1,2,7,2,7,1,1
197028,5460,3,1, , , , , , , , , , , , ,3,1,1970,1,2,5,2,1,1,0
197029,5460,3,1, , , , , , , , , , , , ,3,1,1961,2,2,3,3,2,1,1
197030,5460,2,1, , , , , , , , , , , , ,3,2,1939,2,4,3,3,7,1,0
197031,5460,3,1, , , , , , , , , , , , ,3,1,1969,1,4,6,2,1,1,1
197032,5460,2,3, , , , , , , , , , , , ,3,1,1992,2,4,7,1,2,2,1
197034,5460,2,3, , , , , , , , , , , , ,2,1,1989,1,4,6,1,6,1,1
197035,5460,3,1, , , , , , , , , , , , ,3,1,1933,1,1,3,2,7,1,1
197036,5460,2,1, , , , , , , , , , , , ,3,1,1945,1,4,4,2,2,1,0
197037,5460,2,1, , , , , , , , , , , , ,2,1,1934,1,1,2,2,7,1,0
197038,5460,3,1, , , , , , , , , , , , ,2,1,1941,1,2,5,2,7,1,1
197040,5460,1,1,1,2,3,3,3,2,3,3,2,3,3,3, , ,1986,2,2,3,3,2,1,0
189012,5452,3,2, , , , , , , , , , , , ,1,1,1991,1,2,2,3,1,1,1
189014,5452,3,1, , , , , , , , , , , , ,3,1,1923,1,2,2,5,7,1,1
189016,5452,2,1, , , , , , , , , , , , ,1,1,1956,1,2,3,2,2,1,1
189020,5452,2,8, , , , , , , , , , , , ,3,1,1978,2,4,5,2,1,1,1
189022,5452,1,1,3,3,3,3,3,3,3,3,3,3,3,3, , ,1955,2,4,3,4,1,1,0
189023,5452,3,2, , , , , , , , , , , , ,3,1,1979,1,2,5,2,1,1,1
189024,5452,2,1, , , , , , , , , , , , ,2,1,1977,2,4,6,1,1,1,0
189034,5452,6,2, , , , , , , , , , , , , , ,1983,2,4,6,3,1,1,0
189028,5452,2,1, , , , , , , , , , , , ,3,2,1935,2,4,3,5,7,1,1
189026,5452,2,1, , , , , , , , , , , , ,3,1,1983,2,4,6,2,6,1,1
189025,5452,6,1, , , , , , , , , , , , , , ,1955,2,4,5,4,1,1,1
189035,5452,6,1, , , , , , , , , , , , , , ,1941,2,2,2,4,7,1,1
189032,5452,2,1, , , , , , , , , , , , ,3,1,1948,2,4,3,2,3,1,1
189030,5452,3,1, , , , , , , , , , , , ,2,2,1978,2,4,3,1,3,1,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,1
189011,5452,3,1, , , , , , , , , , , , ,4,2,1940,1,1,7,2,7,1,1
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
189010,5452,3,1, , , , , , , , , , , , ,3,1,1963,1,1,2,1,1,1,0
189008,5452,2,8, , , , , , , , , , , , ,2,2,1945,1,2,7,4,7,1,1
189013,5452,3,1, , , , , , , , , , , , ,3,2,1966,2,2,3,3,1,1,1
189006,5452,3,1, , , , , , , , , , , , ,3,2,1927,1,1,2,2,7,1,0
189003,5452,2,1, , , , , , , , , , , , ,2,1,1947,2,2,3,1,7,1,0
189005,5452,2,1, , , , , , , , , , , , ,3,2,1923,2,1,7,5,7,1,1
189004,5452,3,7, , , , , , , , , , , , ,2,1,1981,1,4,5,1,8,1,1
189033,5452,3,1, , , , , , , , , , , , ,3,2,1983,1,4,6,3,3,2,1
189031,5452,3,1, , , , , , , , , , , , ,2,1,1975,1,4,3,2,1,1,1
189021,5452,2,2, , , , , , , , , , , , ,3,2,1945,2,2,1,4,7,1,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
 , , , , , , , , , , , , , , , , , , , , , , , , ,0
